0	4
11	1
21	1
22	1
23	1
25	1
27	1
29	1
33	1
34	2
38	2
39	1
40	1
42	3
44	5
45	3
48	1
50	4
52	1
55	8
57	1
58	1
61	2
66	6
68	3
70	1
72	1
73	1
74	1
75	1
77	1
78	4
80	1
83	5
85	1
88	7
89	1
94	2
100	8
