0	75
5	1
10	2
12	1
16	3
17	1
21	2
22	3
23	1
25	4
27	3
28	1
29	1
30	2
31	2
33	5
34	1
35	2
37	1
38	5
39	1
40	3
42	5
44	7
45	3
47	2
50	6
52	5
53	1
55	8
57	4
58	1
59	1
61	5
63	1
64	1
66	7
68	6
70	1
72	5
73	4
74	1
75	1
77	3
78	3
83	8
84	1
85	1
88	11
89	2
91	1
94	2
100	15
